Temp,Hum,Output,Time_us
31.14,52.68,33.54945,7.58
30.90,40.76,30.66453,7.88
34.78,45.40,38.58953,7.88
33.90,84.90,54.54333,7.58
26.91,56.51,27.54506,7.88
34.83,68.55,48.90207,8.75
27.88,54.12,28.99231,8.17
35.13,73.34,52.90097,7.88
32.64,58.68,38.50693,7.58
33.72,80.17,51.55190,7.88
38.67,62.52,59.43011,7.88
37.64,88.76,77.64704,7.58
35.63,41.65,39.20077,7.58
27.42,72.07,29.69197,7.88
34.91,82.79,57.68927,7.88
32.27,42.06,33.09008,7.88
37.29,51.15,46.56073,7.58
27.37,88.64,31.76907,7.88
29.75,76.82,36.08464,7.88
27.99,85.78,32.96397,7.88
31.08,87.66,44.26892,7.88
31.91,63.75,38.43528,7.88
38.80,91.24,87.85911,7.88
35.43,68.25,50.93480,7.88
35.28,50.11,41.39322,7.58
38.62,66.72,62.07896,7.88
33.34,52.94,38.28893,7.88
37.92,55.60,51.82003,7.58
32.47,52.80,36.18548,7.88
31.91,94.26,50.82164,7.88
31.61,44.91,32.74155,7.88
39.39,92.42,92.95930,7.88
36.10,85.13,65.99673,7.58
34.53,45.43,38.03057,7.58
31.00,59.74,34.97395,7.88
38.54,82.69,76.68432,7.58
37.58,74.80,64.14390,7.58
30.71,44.89,31.26882,7.58
36.32,66.41,53.10778,7.88
35.81,78.38,58.45292,7.88
30.90,56.91,33.81365,7.88
26.96,86.98,30.71392,7.88
34.01,57.87,41.48290,7.88
32.88,42.51,34.19970,7.88
32.51,44.62,34.13512,7.88
36.33,74.60,58.08941,7.88
28.98,89.43,36.44096,7.58
31.90,53.45,35.04947,7.88
34.81,57.95,43.40121,7.58
32.13,67.53,40.18951,7.58
33.39,87.64,53.75195,7.88
30.19,63.39,34.24956,7.88
35.39,47.18,40.60834,7.88
36.17,48.26,42.76705,7.58
30.82,70.07,37.72298,7.88
30.36,54.62,32.43339,7.88
30.27,92.96,43.21543,7.58
30.55,56.81,32.96160,7.58
33.31,61.73,41.08724,7.88
31.16,52.47,33.55463,7.88
27.74,53.27,28.49220,7.58
33.93,53.01,39.70727,7.88
33.95,52.12,39.27777,7.88
29.32,63.38,32.18853,7.88
32.77,95.16,55.30598,7.88
35.03,88.03,62.36732,7.88
35.01,66.26,48.18363,7.88
34.61,88.39,60.28157,7.58
37.65,88.52,77.43349,7.58
26.92,65.73,28.06822,7.88
36.76,52.31,45.54253,7.58
36.00,95.77,74.29717,7.58
27.97,75.35,30.83555,7.88
37.73,80.71,70.42036,7.58
28.75,62.68,30.53591,7.58
34.82,76.52,53.67707,7.88
27.45,87.00,31.69126,7.88
39.10,79.32,76.54396,7.88
31.94,87.61,47.77914,7.58
30.56,52.32,32.45594,7.88
29.06,67.47,32.30503,7.88
30.57,49.48,32.05854,7.58
27.46,71.94,29.73116,7.88
33.72,92.73,58.72879,7.88
37.73,96.76,86.74184,10.21
28.47,95.66,36.15718,8.75
33.29,90.83,54.85965,7.58
35.45,76.73,56.12842,7.88
39.09,75.24,72.45529,7.88
28.63,62.89,30.41457,46.38
37.21,59.61,52.28614,7.58
29.97,49.68,31.01104,7.88
28.17,77.31,31.78202,7.58
26.89,86.71,30.58984,7.58
33.59,84.03,52.85526,7.88
31.43,78.09,41.15133,7.88
34.72,60.07,43.88036,7.88
28.75,67.10,31.36821,7.58
36.92,42.37,42.39417,7.88
30.60,84.15,40.62548,7.58
27.41,93.40,32.76013,7.88
39.66,80.43,80.91463,7.58
39.62,65.08,65.53249,7.88
33.72,69.60,45.44038,7.88
31.46,70.13,39.45350,9.92
33.53,69.08,44.42536,7.88
36.96,52.77,46.49481,7.88
28.80,84.25,34.91562,7.88
32.15,52.25,35.24907,7.88
39.97,61.78,63.77127,7.58
28.38,42.01,27.50899,7.88
39.14,42.01,47.32467,7.58
33.91,82.00,53.20385,7.88
34.20,90.07,59.31031,7.88
34.60,79.80,54.84563,7.88
32.73,76.36,45.66988,7.88
31.47,98.59,50.26542,7.88
35.90,94.92,72.87297,7.58
30.62,98.53,46.49089,7.58
28.61,98.74,37.67446,7.88
29.25,90.36,37.90130,7.88
37.70,46.77,45.72621,7.58
26.82,87.70,30.61702,7.88
27.64,68.11,29.55612,7.58
29.35,79.31,35.46555,7.88
30.49,78.65,38.50908,7.58
34.80,85.00,58.63863,7.58
39.27,68.89,67.49705,9.33
29.52,43.28,29.47409,7.88
28.36,84.20,33.68037,7.88
29.86,91.21,40.86056,7.88
38.13,47.89,47.31629,7.58
29.20,92.34,38.29496,7.58
29.29,74.37,34.31676,7.88
29.89,66.74,34.47135,7.88
30.63,62.40,34.96709,7.58
34.59,61.01,43.87971,7.88
27.75,55.36,29.02004,7.58
29.56,41.61,29.24465,7.88
35.92,68.19,52.70655,7.88
32.28,84.49,47.69101,7.88
28.81,67.61,31.63665,7.58
37.28,89.30,76.04693,7.88
26.71,96.08,31.47896,7.58
33.73,63.59,42.68778,7.88
30.04,96.88,43.41588,7.88
38.43,41.34,45.47032,7.88
31.30,58.07,35.13840,7.58
32.93,51.00,36.59504,7.88
29.10,55.22,30.38239,7.58
31.11,91.55,46.24406,7.58
37.69,95.44,85.11708,7.58
36.88,69.24,56.88267,7.88
29.47,48.97,30.07407,7.88
39.25,71.87,70.16132,7.58
29.00,94.87,38.19651,7.88
27.32,80.33,30.45322,7.88
38.62,79.29,73.75873,7.58
28.56,43.78,27.91046,7.88
28.68,45.24,28.51873,7.58
30.69,74.04,38.14991,7.88
31.20,45.44,32.20830,7.88
35.16,40.01,37.55040,7.88
34.33,73.71,50.17255,7.88
27.67,60.36,29.08902,7.88
34.86,64.87,46.79095,7.88
29.70,57.00,31.59704,7.58
29.33,57.01,30.93450,7.58
34.52,86.61,58.34616,7.88
26.95,41.80,27.63369,7.88
30.42,54.85,32.57471,7.58
30.44,42.03,30.15602,7.88
28.72,78.17,33.48457,7.58
31.97,83.72,46.05056,7.88
33.27,76.27,47.80701,7.88
27.66,64.73,29.58043,7.88
33.94,88.00,56.18346,7.58
28.77,92.30,36.38249,7.88
27.49,59.44,28.90363,7.58
35.48,87.67,64.62266,7.88
39.99,55.91,58.59804,7.88
34.03,40.88,35.63397,7.88
36.35,58.23,48.27977,7.58
