Temp,Hum,Output,Time_us
34.78,45.40,38.56027,27.13
33.90,84.90,54.61063,26.54
26.91,56.51,27.50335,26.83
34.83,68.55,48.54716,26.83
27.88,54.12,28.57337,26.83
35.13,73.34,52.47058,25.96
32.64,58.68,38.56027,26.25
33.72,80.17,51.40056,29.17
38.67,62.52,58.89073,26.25
37.64,88.76,77.43782,26.54
35.63,41.65,38.91694,27.13
27.42,72.07,30.00007,28.29
34.91,82.79,57.46403,25.38
32.27,42.06,32.85347,27.13
37.29,51.15,46.76379,26.54
27.37,88.64,31.78345,25.08
29.75,76.82,36.06355,27.42
27.99,85.78,32.85347,25.67
31.08,87.66,44.26707,27.13
31.91,63.75,38.56027,26.25
38.80,91.24,87.06804,25.38
35.43,68.25,51.75724,26.25
35.28,50.11,41.05699,26.25
38.62,66.72,61.74413,26.83
33.34,52.94,38.20359,25.67
37.92,55.60,52.11391,27.71
32.47,52.80,36.42022,27.71
31.91,94.26,50.68721,34.71
31.61,44.91,32.85347,27.42
39.39,92.42,92.77483,25.96
36.10,85.13,65.66756,23.63
34.53,45.43,37.84692,25.96
31.00,59.74,35.35020,25.08
38.54,82.69,77.08115,24.21
37.58,74.80,63.88418,23.63
30.71,44.89,31.42677,25.96
36.32,66.41,53.54061,22.46
35.81,78.38,57.82071,23.63
30.90,56.91,33.92350,24.79
26.96,86.98,30.71342,24.21
34.01,57.87,41.41367,23.33
32.88,42.51,34.28017,24.21
32.51,44.62,34.28017,24.50
36.33,74.60,57.82071,24.21
28.98,89.43,36.42022,24.50
31.90,53.45,35.35020,26.54
34.81,57.95,43.19704,23.63
32.13,67.53,39.98697,24.21
33.39,87.64,53.18394,25.38
30.19,63.39,34.28017,24.21
35.39,47.18,40.34364,23.92
36.17,48.26,42.84037,23.33
30.82,70.07,37.84692,23.92
30.36,54.62,32.49680,23.33
30.27,92.96,43.19704,23.92
30.55,56.81,33.21015,22.46
33.31,61.73,41.05699,23.92
31.16,52.47,33.56682,23.33
27.74,53.27,28.57337,23.63
33.93,53.01,39.98697,23.63
33.95,52.12,39.27362,23.04
29.32,63.38,32.85347,23.63
32.77,95.16,55.68066,23.63
35.03,88.03,61.74413,23.63
35.01,66.26,48.54716,24.79
34.61,88.39,60.67411,23.92
37.65,88.52,77.43782,22.46
26.92,65.73,28.21670,23.33
36.76,52.31,46.05044,22.46
36.00,95.77,74.22775,22.75
27.97,75.35,30.71342,23.04
37.73,80.71,70.66100,25.08
28.75,62.68,30.71342,23.33
34.82,76.52,53.54061,23.33
27.45,87.00,31.42677,22.46
39.10,79.32,76.72447,22.75
31.94,87.61,47.83381,23.92
30.56,52.32,32.49680,23.33
29.06,67.47,32.14012,25.08
30.57,49.48,32.14012,22.46
27.46,71.94,30.00007,24.21
33.72,92.73,58.53406,23.33
37.73,96.76,86.35469,56.29
28.47,95.66,36.06355,42.58
33.29,90.83,54.96731,31.79
35.45,76.73,56.03733,27.13
39.09,75.24,72.44437,25.38
28.63,62.89,30.71342,24.50
37.21,59.61,52.47058,24.79
29.97,49.68,31.07010,25.67
28.17,77.31,31.78345,148.75
26.89,86.71,30.71342,61.25
33.59,84.03,52.47058,38.21
31.43,78.09,41.05699,29.75
34.72,60.07,43.91039,27.13
28.75,67.10,31.78345,28.58
36.92,42.37,42.48369,25.08
30.60,84.15,40.70032,23.92
27.41,93.40,32.49680,23.92
39.66,80.43,80.64790,26.54
39.62,65.08,64.95420,23.63
33.72,69.60,45.33709,24.50
31.46,70.13,39.27362,23.63
33.53,69.08,44.98042,23.33
36.96,52.77,46.76379,24.50
28.80,84.25,34.63684,23.04
32.15,52.25,35.70687,24.79
39.97,61.78,63.17083,25.38
28.38,42.01,27.86002,23.92
39.14,42.01,47.12046,24.21
33.91,82.00,53.18394,23.33
34.20,90.07,59.24741,24.79
34.60,79.80,54.61063,24.79
32.73,76.36,46.05044,23.63
31.47,98.59,49.97386,23.33
35.90,94.92,72.80105,22.46
30.62,98.53,46.76379,23.33
28.61,98.74,37.49025,24.50
29.25,90.36,37.84692,24.79
37.70,46.77,45.69376,24.21
26.82,87.70,30.71342,23.04
27.64,68.11,30.00007,23.63
29.35,79.31,34.99352,23.92
30.49,78.65,38.56027,23.92
34.80,85.00,58.89073,23.92
39.27,68.89,67.45093,23.92
29.52,43.28,29.64340,23.33
28.36,84.20,33.56682,23.63
29.86,91.21,40.70032,22.75
38.13,47.89,47.47714,24.21
29.20,92.34,38.20359,24.21
29.29,74.37,34.28017,25.08
29.89,66.74,34.63684,22.46
30.63,62.40,34.99352,24.50
34.59,61.01,44.26707,21.88
27.75,55.36,28.57337,23.92
29.56,41.61,28.93005,22.46
35.92,68.19,52.82726,25.08
32.28,84.49,47.47714,23.04
28.81,67.61,31.78345,23.92
37.28,89.30,76.01112,23.33
26.71,96.08,31.78345,24.50
33.73,63.59,42.84037,23.63
30.04,96.88,43.55371,25.08
38.43,41.34,44.98042,23.92
31.30,58.07,35.35020,23.63
32.93,51.00,36.42022,23.63
29.10,55.22,30.35675,22.75
31.11,91.55,46.40711,25.08
37.69,95.44,84.92799,23.04
36.88,69.24,57.10736,24.21
29.47,48.97,30.35675,23.33
39.25,71.87,69.59097,23.92
29.00,94.87,38.56027,23.92
27.32,80.33,30.35675,24.79
38.62,79.29,74.22775,24.21
28.56,43.78,28.21670,21.88
28.68,45.24,28.21670,23.33
30.69,74.04,37.84692,23.63
31.20,45.44,32.49680,23.92
35.16,40.01,37.84692,23.04
34.33,73.71,49.97386,25.08
27.67,60.36,29.28672,22.46
34.86,64.87,47.12046,21.58
29.70,57.00,31.78345,23.04
29.33,57.01,31.07010,22.46
34.52,86.61,58.17738,24.21
26.95,41.80,27.86002,23.33
30.42,54.85,32.85347,22.75
30.44,42.03,30.35675,23.63
28.72,78.17,33.21015,23.63
31.97,83.72,46.40711,23.63
33.27,76.27,47.83381,25.96
27.66,64.73,29.28672,22.75
33.94,88.00,56.39401,22.46
28.77,92.30,36.06355,23.04
27.49,59.44,28.93005,25.08
35.48,87.67,64.24085,22.75
39.99,55.91,58.53406,23.92
34.03,40.88,35.70687,25.96
36.35,58.23,48.90384,22.46
