Temp,Hum,Output,Time_us
88.05,52.68,92.14299,0.58
87.62,40.76,87.60719,0.88
94.60,45.40,101.31306,0.58
93.02,84.90,130.46220,0.58
80.44,56.51,81.92348,0.88
94.69,68.55,120.04182,0.58
82.18,54.12,83.63484,0.58
95.23,73.34,127.08714,0.58
90.75,58.68,100.71141,0.88
92.70,80.17,124.04148,0.58
101.61,62.52,138.85574,0.58
99.75,88.76,171.88579,0.58
96.13,41.65,102.15114,0.88
81.36,72.07,85.64523,0.58
94.84,82.79,136.43150,0.58
90.09,42.06,91.52445,0.58
99.12,51.15,116.94652,0.58
81.27,88.64,88.94572,0.58
85.55,76.82,96.94366,0.58
82.38,85.78,91.39439,0.58
87.94,87.66,111.30195,0.58
89.44,63.75,100.44181,0.88
101.84,91.24,190.05037,0.58
95.77,68.25,123.61993,0.58
95.50,50.11,106.50460,0.58
101.52,66.72,144.56262,0.58
92.01,52.94,100.23680,0.58
100.26,55.60,125.14930,0.58
90.45,52.80,96.80827,0.58
89.44,94.26,123.19499,0.58
88.90,44.91,90.68776,0.58
102.90,92.42,199.87917,0.58
96.98,85.13,150.24489,0.58
94.15,45.43,100.40014,0.88
87.80,59.74,94.60594,0.58
101.37,82.69,170.41350,0.58
99.64,74.80,148.20497,0.58
87.28,44.89,88.27566,0.58
97.38,66.41,127.50696,0.58
96.46,78.38,138.36679,0.58
87.62,56.91,93.02963,0.58
80.53,86.98,86.57103,0.58
93.22,57.87,106.39087,0.58
91.18,42.51,93.45891,0.58
90.52,44.62,93.20781,0.58
97.39,74.60,137.64413,0.58
84.16,89.43,98.35732,0.88
89.42,53.45,95.05313,0.58
94.66,57.95,110.37430,0.58
89.83,67.53,103.80322,0.88
92.10,87.64,129.19713,0.58
86.34,63.39,93.07518,0.58
95.70,47.18,104.87261,0.58
97.11,48.26,109.01842,0.58
87.48,70.07,98.85139,0.58
86.65,54.62,90.37714,0.58
86.49,92.96,109.05032,0.88
86.99,56.81,91.78767,0.58
91.96,61.73,105.76976,0.58
88.09,52.47,92.12568,0.58
81.93,53.27,83.19250,0.58
93.07,53.01,102.70591,0.58
93.11,52.12,102.22054,0.58
84.78,63.38,89.91084,0.58
90.99,95.16,131.75555,0.58
95.05,88.03,144.22813,0.58
95.02,66.26,118.92001,0.88
94.30,88.39,140.80020,0.58
99.77,88.52,171.56223,0.88
80.46,65.73,83.10710,0.88
98.17,52.31,115.34348,0.58
96.80,95.77,165.73727,0.58
82.35,75.35,88.41095,0.58
99.91,80.71,158.88951,0.58
83.75,62.68,87.81725,0.58
94.68,76.52,128.35806,0.58
81.41,87.00,88.96929,0.88
102.38,79.32,169.89807,0.58
89.49,87.61,117.58408,0.58
87.01,52.32,90.19919,0.58
84.31,67.47,90.30551,0.58
87.03,49.48,89.29112,0.58
81.43,71.94,85.75665,0.58
92.70,92.73,137.87431,0.58
99.91,96.76,188.12283,1.46
83.25,95.66,97.70584,1.46
91.92,90.83,131.78157,0.58
95.81,76.73,133.41170,0.58
102.36,75.24,162.41754,0.58
83.53,62.89,87.49540,0.58
98.98,59.61,125.44861,0.58
85.95,49.68,87.71916,0.58
82.71,77.31,89.76911,0.58
80.40,86.71,86.19406,0.58
92.46,84.03,127.01530,2.92
88.57,78.09,106.91260,0.58
94.50,60.07,111.66163,0.88
83.75,67.10,89.06480,0.58
98.46,42.37,107.62492,0.58
87.08,84.15,105.71261,0.58
81.34,93.40,90.31136,0.58
103.39,80.43,177.78946,0.58
103.32,65.08,149.86353,2.04
92.70,69.60,114.14511,0.58
88.63,70.13,102.02627,0.58
92.35,69.08,112.57858,0.58
98.53,52.77,116.81481,0.88
83.84,84.25,95.15537,0.58
89.87,52.25,95.38197,0.58
103.95,61.78,147.31334,0.58
83.08,42.01,82.69250,0.58
102.45,42.01,116.95664,0.58
93.04,82.00,127.39155,0.58
93.56,90.07,139.12593,0.58
94.28,79.80,130.36848,0.58
90.91,76.36,113.69556,0.58
88.65,98.59,123.22779,0.58
96.62,94.92,163.23843,0.58
87.12,98.53,115.73122,0.58
83.50,98.74,99.99026,0.58
84.65,90.36,100.49678,0.58
99.86,46.77,114.78709,0.58
80.28,87.70,86.02836,0.88
81.75,68.11,85.59138,0.58
84.83,79.31,96.02258,0.58
86.88,78.65,101.80262,0.58
94.64,85.00,138.22722,0.58
102.69,68.89,153.20195,0.58
85.14,43.28,85.11237,0.58
83.05,84.20,92.80631,0.58
85.75,91.21,105.03436,0.58
100.63,47.89,117.97804,0.88
84.56,92.34,101.13355,0.58
84.72,74.37,93.71329,0.58
85.80,66.74,93.24704,0.58
87.13,62.40,94.35615,0.58
94.26,61.01,111.76097,0.58
81.95,55.36,83.55232,0.58
85.21,41.61,84.85936,0.58
96.66,68.19,126.83304,0.58
90.10,84.49,117.45617,0.58
83.86,67.61,89.43195,0.58
99.10,89.30,168.92168,0.88
80.08,96.08,86.81464,0.88
92.71,63.59,109.28207,0.58
86.07,96.88,109.83100,0.58
101.17,41.34,113.13432,0.58
88.34,58.07,94.98414,0.58
91.27,51.00,97.58353,0.58
84.38,55.22,86.87653,0.58
88.00,91.55,114.40953,0.58
99.84,95.44,185.02391,0.58
98.38,69.24,134.89690,0.58
85.05,48.97,86.27107,0.58
102.65,71.87,158.02379,0.58
84.20,94.87,100.99107,0.58
81.18,80.33,86.90276,0.58
101.52,79.29,165.08209,0.58
83.41,43.78,83.28913,0.58
83.62,45.24,83.76539,0.58
87.24,74.04,100.32837,0.58
88.16,45.44,89.73318,0.88
95.29,40.01,99.53320,0.58
93.79,73.71,121.88254,0.58
81.81,60.36,84.21734,0.58
94.75,64.87,116.69142,0.58
85.46,57.00,89.11720,0.58
84.79,57.01,88.00906,0.58
94.14,86.61,137.75996,0.58
80.51,41.80,80.45036,0.58
86.76,54.85,90.64590,0.58
86.79,42.03,86.86089,0.58
83.70,78.17,92.50342,0.88
89.55,83.72,114.59016,0.58
91.89,76.27,117.15289,0.58
81.79,64.73,84.99268,0.58
93.09,88.00,134.31348,0.58
83.79,92.30,98.28344,0.58
81.48,59.44,83.61404,0.58
95.86,87.67,147.99257,0.58
103.98,55.91,138.59460,0.58
93.25,40.88,96.27764,0.58
97.43,58.23,118.88404,0.58
